,AUS,KHM,CHN,HKG,IDN,JPN,KOR,MAC,MYS,MNG,NZL,PNG,PHL,SGP,TWN,THA,VNM,BGD,IND,NPL,PAK,LKA,ARM,AZE,BLR,BIH,BGR,HRV,CZE,HUN,KAZ,MKD,MDA,POL,ROU,RUS,SRB,SVK,SVN,UKR,DNK,EST,FIN,ISL,LVA,LTU,NOR,SWE,AUT,BEL,FRA,DEU,IRL,LUX,NLD,CHE,GBR,CYP,GRC,ITA,PRT,ESP,TUR,DZA,BHR,EGY,IRN,ISR,JOR,KWT,LBN,LBY,MLT,MAR,OMN,QAT,SAU,TUN,ARE,AGO,BWA,CIV,GHA,KEN,MUS,MOZ,NAM,NGA,ZAF,TZA,UGA,ZMB,ZWE,CAN,MEX,USA,ARG,BHS,BOL,BRA,CHL,COL,DOM,ECU,JAM,PAN,PRY,PER,TTO,URY,VEN
TZA,1.236258941818701e-07,7.103138538063802e-07,1.7755139063884106e-06,2.445592459718862e-07,1.7316115508584978e-06,1.503990912863491e-07,9.975962006323086e-08,9.212650144297558e-08,4.998890378642284e-07,1.0476538289982796e-07,2.2551028493720814e-07,1.0810167799759177e-07,5.817880199957215e-07,2.177513765941325e-07,9.107365136993084e-08,2.042221984998406e-07,4.868694960688069e-07,1.5955863667529172e-05,4.298276826387132e-07,7.554682699442934e-07,9.059454543476889e-06,7.355758090171399e-06,5.266844081586511e-07,0.00011865002508534164,4.298616050952859e-07,5.004628686764771e-06,4.3634084131126336e-07,1.948280889047001e-07,8.190521289944332e-07,2.309299249043811e-06,1.6038756492266597e-07,4.120904969230337e-07,8.127003006613138e-07,1.3584825898200216e-07,2.812618308402318e-07,3.9991995529556695e-07,6.918518798651082e-07,1.5940824155913041e-06,4.667072403994203e-07,1.0371799658721177e-06,2.311496181805154e-07,5.81995150436299e-08,7.78297714553605e-06,8.500258765946787e-08,8.631613730562106e-07,1.4073560868412808e-07,1.716820761391112e-07,2.977227069475591e-07,6.16704170806293e-07,2.8809130831735965e-07,7.552296953224185e-07,2.2973640238247486e-07,6.956999435901744e-07,6.543369948302005e-06,7.688523145872817e-07,2.7988158816572752e-06,9.90384767572618e-07,2.840645058844265e-05,5.014085238246206e-07,5.780293289204686e-07,5.414980332105979e-07,8.960846062102551e-07,9.224542654019951e-08,2.1361993148168835e-06,2.7130875055915995e-05,1.2163699736334584e-06,5.051031437147738e-07,2.0091595468684916e-07,3.6818698691465665e-06,4.905681939564605e-07,9.04083502265034e-06,8.055102798683823e-06,9.735048174930436e-08,2.954388917648689e-07,8.537300565229505e-07,4.785160518726864e-07,1.2146819632635685e-07,7.81375429964346e-07,3.2247503655160914e-07,1.0579623687666238e-07,6.109275304215106e-07,8.177087733680922e-06,2.5760094615269586e-05,0.0007160804321329625,4.37006858399527e-07,2.4021101957096973e-05,1.6485115377227705e-06,2.26662168519368e-06,4.887155357193837e-06,0.01576088061759909,0.0005709701376536714,0.0002753576053960953,3.0746520977154666e-05,2.5898799911115876e-06,3.2218575711323466e-07,1.3564274354570644e-07,4.0068832268314994e-07,1.1666391063099266e-06,1.8207198297823546e-06,2.585812920641281e-07,4.796035226364394e-07,2.271771158074517e-06,9.388051631103413e-08,1.1446273352800636e-07,5.691477900077427e-07,6.925472136908078e-08,1.568408624870606e-06,3.13153681476813e-07,1.3495731464151268e-06,1.3168411945475442e-07,2.143980371134345e-07
UGA,1.5427557414983263e-07,2.8297549736579574e-08,2.5742202742288447e-08,6.071141428345126e-08,6.034978750817877e-07,1.1666148236885213e-07,1.811935851705009e-07,6.938209913580537e-08,1.0386349925488367e-06,9.69789658513993e-09,2.1655163126539515e-07,1.356703086029207e-07,4.003249542044517e-08,4.050822790923016e-07,2.533592965182714e-08,5.093817537484878e-08,1.1766545296566306e-07,9.369946993450772e-06,1.8401099567599068e-06,0.00020600149277353387,9.579824121443301e-06,1.8678802285147775e-06,1.866988920558007e-08,1.1071917907732143e-06,3.8386398453323316e-08,8.851661674406647e-09,4.1617631101405614e-08,3.716401338528028e-08,6.741230637396237e-08,2.975953821130474e-06,3.5061745550690677e-08,6.733543939048193e-08,3.8278404523491584e-08,5.357875722644362e-08,4.1673097225007374e-08,4.867246765655073e-08,3.621962134053157e-08,2.7937113293358582e-08,7.748658615117323e-08,1.1092138707367002e-08,6.704432540812361e-08,1.4017058862340673e-08,8.69316751296962e-08,3.383213520075531e-08,2.7304013609427776e-08,3.770461600675897e-08,7.82886584175202e-08,1.777056654032987e-08,1.5586116457738244e-08,4.410953858423618e-08,1.1845712358248862e-06,1.9515665096617333e-07,1.8028562131137246e-06,2.682647566547225e-08,2.482402182279322e-06,3.9532496898236265e-07,5.199024139793336e-07,9.956391846160606e-09,8.89750626924103e-08,5.2600216456472227e-08,3.8018229501101476e-08,8.547621352620137e-08,1.2205714979040157e-07,6.027892066099464e-08,2.009193222479239e-08,2.8607834702637557e-08,5.113392179997726e-08,2.075557560972697e-07,1.8918011698918956e-07,2.872737278742657e-07,1.1432669592029151e-08,2.1415582040110563e-07,3.2358340512088995e-08,3.2124783977022066e-07,3.743539301083354e-08,1.850107308064709e-07,3.608240283995448e-08,4.9829794661345045e-08,3.209780761750107e-08,1.2209460196003589e-08,5.988181093101061e-09,4.932767010557089e-08,1.894983358043662e-05,0.0006622184400492463,5.349073805444766e-07,7.130075190912347e-08,2.4472048800829245e-06,2.067756983249714e-06,9.668713037226877e-07,0.00016153179187650254,0.027653344479458383,0.00021092621556292114,3.395950914921807e-05,3.4604938587042436e-08,4.7725709482597965e-08,1.540156525935502e-07,8.054313267990127e-07,6.108656410553838e-09,1.0807508087861473e-06,4.811042527392378e-08,1.5630428831551973e-07,5.3912854045654786e-08,2.5607269788419093e-08,5.8570682518417635e-08,6.148601321548118e-06,2.5696628429989538e-08,6.327221185173919e-08,1.3590315524311177e-07,1.245956061438424e-07,4.372580706835784e-08,9.022840348867884e-08
ZMB,4.368783829358316e-06,7.238783884470368e-07,3.900814630225355e-06,1.8976542691713703e-06,4.89240117831635e-07,1.892718454742774e-07,2.2525015010227586e-07,6.784901051160807e-07,5.7182175653689775e-06,6.992698325888356e-07,4.2803621999835926e-07,6.637272881324481e-07,1.699579409158401e-05,6.365158339727187e-07,2.201455664014149e-07,4.6134092521424697e-07,9.75933822221725e-06,2.13549153478293e-05,2.7213025627235612e-06,1.0225887944171044e-06,1.1085641991963986e-05,9.990834280998415e-06,1.5526506346260025e-06,8.32344894882519e-07,9.943454361464412e-07,1.21752513229394e-06,4.696550327282747e-07,4.182723273291399e-07,2.1113157848016783e-07,5.877473577455212e-07,3.612278793235824e-07,4.215698193877488e-06,1.7704002397022525e-06,4.5081001733785747e-07,2.198817413235731e-07,3.8003548515176526e-07,6.330452306502859e-07,2.2343599064641537e-07,7.945786058484195e-07,8.058424194589139e-07,1.974498084009564e-07,2.5196630181166294e-07,2.463704227009217e-07,5.55715067996775e-07,2.3883447617573706e-07,3.8843429114269937e-07,3.4429294023583207e-07,1.916766923960714e-06,1.7916165499502262e-07,2.60403749809853e-07,1.8960447994096747e-07,2.7087661161641996e-07,1.637720297103173e-07,5.356270891616816e-07,5.230198932961579e-06,4.8382320458896215e-06,1.4488532631317483e-06,3.0022412656481545e-07,4.1785314644941946e-07,1.559836233399935e-07,5.737898522207175e-07,2.616497193079868e-06,2.092546178744605e-07,6.802832659109548e-07,0.00011641509625688735,1.2257794588810212e-05,4.595393326191559e-07,2.0576073796578515e-07,1.5903024720438055e-05,5.136847558820147e-07,2.9194841306963923e-05,8.031701623279805e-07,3.4119797257367764e-07,1.6979633999951672e-07,4.7491653854507603e-07,3.65252499050336e-07,2.955986933503445e-07,2.733958589205262e-07,4.715765966023474e-07,9.365922683087392e-07,0.0001657199364959515,1.1013231216375893e-06,7.522168401697806e-05,3.309010307680857e-05,7.458185481736877e-05,0.000390243248494992,0.0002592399230440227,7.663278225478619e-07,1.5493786595441172e-05,0.0002567260298612713,0.00018005346317294388,0.022810912468816065,0.0004385779105994625,4.361761078654339e-06,5.715573444070763e-07,5.727332655201581e-07,4.402344344897365e-07,2.4138667205639866e-06,1.1582312760998724e-07,3.668230426273879e-07,1.0441231908224363e-06,8.133164689152589e-07,6.691294447420624e-07,8.115792386391886e-07,9.419039478930612e-07,3.3526234543865103e-07,2.0319502692235948e-06,6.74464919465423e-07,1.3279671078381433e-07,5.706406180118362e-07,8.805715183538256e-07
ZWE,2.3172640988499495e-06,4.4241458932799183e-07,1.953058298833049e-07,2.0432166117089784e-06,5.161921132296487e-07,1.6586198014231267e-07,1.5366903346930817e-07,2.107815484174936e-06,2.409249046554953e-07,1.1696503852270816e-07,1.648569825343014e-07,1.4868220730366448e-07,3.728405782071316e-07,3.9517032801253e-06,9.081092759678304e-08,1.1999188963976753e-07,1.149317962582068e-06,5.3717484411869914e-06,7.358485146698927e-07,1.0912978999898436e-07,1.327882634983226e-06,3.554847447890073e-06,1.1043991277158684e-07,1.7503637079123743e-07,6.276899740350559e-08,9.687627258341268e-08,1.1270445139038545e-07,3.423990702062571e-07,5.925467942105234e-07,3.1067507570666593e-07,1.0582999570395232e-07,1.5040699211933286e-07,9.19531295036757e-08,2.013144189718457e-06,2.0129191622682437e-07,2.2136635997105072e-07,1.33530178876947e-07,1.494776460485502e-07,1.334959799973716e-07,1.5945394220806784e-07,1.9797544260984237e-07,3.810266847475335e-07,1.1491114703433798e-06,1.456433461924749e-07,2.173867689811723e-07,2.9842253426771337e-07,2.3224806028536496e-07,2.1066230691750276e-07,1.680868719326988e-07,2.0863058855027665e-07,3.4315145122777004e-07,2.1502522558579396e-07,2.03563003457809e-06,5.152037055412137e-06,3.9491229282511654e-07,1.472868588310842e-06,1.0170195299091272e-06,3.8558673728487197e-07,2.3129680156198715e-07,2.7857709330212156e-06,2.0934903610056724e-07,3.731591767581596e-07,1.8232884149191204e-06,7.669415395390337e-07,1.8881811681466933e-05,1.6977908332954538e-07,2.026653521330646e-07,3.8585366270584603e-07,2.6096063556601684e-06,2.2199211122426079e-07,4.491906624239813e-06,9.826765312542996e-08,3.127824274550091e-06,5.086770240099465e-07,9.711204058148739e-08,3.2179827999454483e-07,1.1901750908314484e-07,3.3166985496443304e-07,2.717024474264886e-07,2.0763210996431036e-07,0.0001995168044828591,2.737740402052342e-07,1.3866677871190055e-05,7.61589946228439e-06,1.6561999204626517e-07,2.3960392899311973e-05,0.0001487967218013768,2.0324422904452055e-07,1.4135822933760206e-05,0.00022491487971004428,2.848773793207772e-07,0.0003964709738217616,0.01613049829731106,3.4495311344655036e-07,2.7449925090633675e-07,6.372204650594266e-07,5.132432849444835e-07,8.933562843549292e-07,2.8333377647623186e-07,1.660091679264002e-07,1.621420692505535e-07,8.970927793967564e-08,8.822507428670815e-08,1.8950528386658045e-07,2.905375474657008e-07,8.310844664921431e-07,6.610188562092289e-08,1.490550192908242e-07,1.4078192524170497e-07,2.662145455996425e-07,3.750107772136726e-07
CAN,6.601381472071526e-06,1.567700912360261e-05,4.874648989213864e-06,7.058821399686101e-06,3.4760808141191044e-06,4.562157697525505e-06,5.018201726175973e-06,9.351021147341129e-06,4.048469748623175e-06,1.0917208423285482e-05,1.0169052388268725e-05,1.0922433076966195e-05,4.980941489201014e-06,4.693770328656735e-06,5.748635269223651e-06,3.369998460023796e-06,3.917662734710005e-06,4.098463100578375e-06,4.552148066248823e-06,7.734703965167578e-06,4.7445597712560785e-06,4.361790715320597e-06,8.473278123922293e-06,9.330172439426815e-06,5.154589365275208e-06,1.1873791687345739e-05,3.518573565944013e-06,6.878501319323855e-06,5.101317752466776e-06,5.967132943356816e-06,5.235978456159754e-06,7.99844769043507e-06,7.914175618715582e-06,4.264069218580037e-06,3.788153404236621e-06,5.15808241457965e-06,4.770091390802597e-06,3.693776861599292e-06,5.501330950265016e-06,6.237923170561111e-06,6.619068589587999e-06,2.8982102211424347e-06,6.256937621102709e-06,1.6475030641212783e-05,4.188405651848019e-06,2.9752069880638695e-06,6.870955791462445e-06,6.4706869872359555e-06,5.950907164021526e-06,9.27762537801016e-06,6.8565287602201986e-06,6.7038728552391096e-06,9.523238726627701e-06,9.388155049095678e-06,7.82277574147206e-06,8.173240640962121e-06,7.834897256865337e-06,5.839219488288469e-06,4.213649538024948e-06,5.391186503958549e-06,4.761086077004354e-06,7.133577516931676e-06,4.309474278593577e-06,9.915838731650676e-06,9.40779588868661e-06,7.109788089339969e-06,4.367441914858557e-06,7.145840080984166e-06,5.767741415381074e-06,9.274054313739817e-06,1.0233138679770851e-05,1.3854895059016265e-05,1.0935409339424e-05,5.023169566095644e-06,6.972675056327338e-06,7.998022773329142e-06,8.640642146500294e-06,6.4326558095369684e-06,9.37407760467462e-06,7.162677135615348e-06,6.9070030554118205e-06,6.573772057139589e-06,7.086049088243772e-06,8.894788151744393e-06,5.526915214778824e-06,3.864456122520241e-06,5.582066628318391e-06,5.034066853740693e-06,6.087092402207844e-06,1.3225990534362831e-05,1.129274073960518e-05,8.069221609257287e-06,5.333637936922526e-06,0.00016246207437929498,9.46632176940771e-06,1.0802979049340807e-05,6.214175025096696e-06,9.976101856112677e-06,7.544260696940621e-06,6.46832100820599e-06,6.5112481748405075e-06,1.0800754764096832e-05,1.402087351468165e-05,8.722960378615093e-06,1.2583958029337608e-05,9.276946475102064e-06,1.3195268268863214e-05,9.6452613023036e-06,1.3529511601385549e-05,5.701952054292949e-06,9.640445073079627e-06
MEX,2.242128520828413e-06,3.7048718263096223e-06,1.5788042166175203e-06,2.0926453977617697e-06,1.6739886493798909e-06,2.8291932183976414e-06,2.1633009831799805e-06,1.366568531920363e-06,1.467335654255633e-06,2.0628826624920857e-06,1.289178772214938e-06,1.7336772266674037e-06,1.7785086769764366e-06,1.19324475270294e-06,2.3147920329892165e-06,1.5931844455884883e-06,1.6766179305374538e-06,1.907399231549103e-06,3.032709143854892e-06,2.095746059242508e-06,2.676528908503598e-06,2.328280955457608e-06,5.046905259480165e-06,1.943564541455826e-06,1.5908082347018427e-06,9.448275697357684e-07,1.75845476492106e-06,1.2354009303833644e-06,2.7712711937268894e-06,2.32776845404233e-06,1.38368754961826e-06,1.2850753425431183e-06,1.351040487895999e-05,1.192739373355774e-06,8.734866129188986e-07,1.7981397788271383e-06,1.0066720599303353e-06,1.084606437166737e-06,1.029942051906493e-06,2.5058514507223042e-06,1.7874009539506075e-06,1.30783556442584e-06,1.3863949950211702e-06,3.5144962513522234e-06,2.8226784944423018e-06,1.2825004130105224e-06,2.5369435360659896e-06,4.975876039655034e-06,2.0721771701412853e-06,4.712736566514262e-06,3.060930722958203e-06,3.355075754010764e-06,5.765745906237836e-06,6.078940610941382e-06,3.151822470438171e-06,3.463745102059497e-06,2.387486369805659e-06,1.215976929529306e-06,1.939783840917345e-06,3.533546406109657e-06,5.93984755951521e-06,1.0156522622739472e-05,1.8436578770062293e-06,2.5811141773620636e-06,1.4980434879369309e-06,1.6798657975952777e-06,7.779621621451504e-06,1.5020067200027982e-06,1.6360201091258948e-06,1.4882752012861544e-06,1.673028552564483e-06,3.017974313862761e-06,3.315868250734455e-05,2.919968427236198e-06,1.962330853789785e-06,2.1061898785750394e-06,1.5437427800227984e-06,1.32623453839078e-06,3.021061552712198e-06,1.6878833795372827e-06,1.7873462945600186e-06,1.5395188945761467e-06,1.35679494811861e-06,1.5880049407811963e-06,1.4847353585331548e-06,1.9010691884973974e-06,2.1137646587452e-06,1.3765995856207193e-06,1.7944403017904195e-06,2.2228789551695933e-06,2.123549479686138e-06,1.0001414120353181e-06,1.5716063657353125e-06,4.562477323900232e-06,0.0010876407489509798,4.4133031684608564e-06,9.91470882958345e-06,1.3013367791122688e-06,6.328627940775168e-06,6.843065915186789e-06,1.3145706615972256e-05,1.8217893651226107e-05,2.2200221877196738e-05,2.3862911409032217e-06,1.8375842493903183e-05,4.857353049191392e-05,3.1951370986549994e-06,1.3799696110013502e-05,1.2639222277871033e-05,1.4709443874811907e-05,6.39153106411347e-05
USA,7.988425763919318e-06,8.982963141968721e-06,7.179864190217114e-06,8.981330954751613e-06,4.773881312334894e-06,8.521851295744354e-06,7.5583930246128356e-06,1.2228259529878066e-05,5.43551128919087e-06,9.81844899356917e-06,1.0084121582875771e-05,7.929982648396978e-06,7.413627806076768e-06,7.10274581154347e-06,1.1124358577460836e-05,6.00270101825241e-06,6.317495625119478e-06,6.607633197586783e-06,6.6699720607139306e-06,1.0676500390387738e-05,7.990688440054213e-06,7.22395829883728e-06,1.2562420622194065e-05,1.2126247058393196e-05,1.0151624240541863e-05,8.05558766052654e-06,7.286201544691111e-06,7.512404474298348e-06,7.731010438790483e-06,9.786051303583319e-06,7.348202270323053e-06,9.548405781068041e-06,1.3064651484131e-05,5.4039126689653735e-06,5.004157304572395e-06,8.169990626904562e-06,5.492891560704866e-06,8.402847641090952e-06,9.059597348000056e-06,9.966138729815425e-06,1.0743766932399319e-05,6.268502910636476e-06,1.0602604496655148e-05,1.3010259296771926e-05,7.0095316405362955e-06,4.984665613872879e-06,9.873971222739914e-06,1.023332085783335e-05,1.057053111714379e-05,1.0255084983122088e-05,1.0701184208728396e-05,1.0911288421141379e-05,1.4733727464598854e-05,1.2543201067947184e-05,1.2833596414692919e-05,1.2479713782909516e-05,1.0870261294061201e-05,9.455140561992853e-06,8.542512113302594e-06,8.461626137915366e-06,7.538446838277327e-06,1.0006871787931743e-05,6.320383275775018e-06,7.64878331797969e-06,1.0020198394133459e-05,8.794472360155433e-06,5.917950911782197e-06,1.2810773296750489e-05,8.706760025045943e-06,1.1914430153533695e-05,1.1039015104237358e-05,8.756948623361587e-06,1.4440533790445941e-05,6.001702973989441e-06,6.8918793390755305e-06,1.0881778721497843e-05,9.011052241393514e-06,7.369238408764458e-06,1.1494125781848265e-05,9.547448324083683e-06,5.253416461060596e-06,8.041753700814904e-06,8.030736467060204e-06,8.602188800615056e-06,7.522382117547844e-06,7.612210258502444e-06,7.13047760456984e-06,6.763020378891791e-06,9.139457174760775e-06,8.598934018367103e-06,7.29693734534032e-06,5.497518098988266e-06,5.9498921839878646e-06,1.2821092625284675e-05,1.3378863475701906e-05,3.422985654209213e-05,7.697607583423622e-06,1.8585488442227998e-05,8.375136478693274e-06,8.412088267112825e-06,7.1958611841807355e-06,8.256351529890783e-06,1.2925908960701402e-05,8.570934766778655e-06,1.4002326478215862e-05,1.120718483361322e-05,7.153380654378528e-06,7.877051782461088e-06,1.3212030400644985e-05,8.236719649052744e-06,1.0453751164724695e-05
ARG,1.7442453831841314e-06,2.1997698842790424e-06,1.6357543532521812e-06,1.712379721850339e-06,1.5605176373803081e-06,1.2306434092914148e-06,1.0341133662701743e-06,3.028473032353427e-06,1.5620849899361653e-06,2.3845944308380924e-06,9.391718184210457e-07,1.3723053698174587e-06,2.1477123775447143e-06,1.8805802540772502e-06,9.031682591870676e-07,1.1377077791513013e-06,2.154357435783981e-06,4.445844168554689e-06,2.9938093683167617e-06,1.7659580873175086e-06,4.014206125061388e-06,2.1434355907524497e-06,1.7064862173281892e-06,2.1726218239346096e-06,4.2259700140776345e-06,9.674258066672795e-07,1.910159243429479e-06,8.106279379240457e-07,4.704926936953412e-06,4.470344113203157e-06,2.0177135648992786e-06,1.767726652824182e-05,5.005782427560372e-06,1.3648765050393424e-06,4.953100276075362e-06,2.868172599922789e-06,1.457936542223107e-06,1.2285027425176324e-06,1.0132437979392336e-06,3.0667212287776408e-06,3.435313076535956e-06,1.132795322987813e-06,1.242253211498728e-06,1.5260491795466042e-06,1.0942236859484862e-06,2.145007017259105e-06,2.075776748570404e-06,1.5152363249900553e-06,1.870757103667002e-06,2.6454669505126765e-06,4.203580085864051e-06,2.8766203685960074e-06,1.6215509927045798e-06,5.877345625758029e-05,3.1749929652094165e-06,4.643289236687618e-06,1.7438455515377125e-06,2.0641715566838176e-06,1.3663789989840814e-06,6.265832760800125e-06,4.41024582738004e-06,1.3792389783138911e-05,2.018022384695511e-06,4.7686592403358055e-06,1.2935419033496493e-06,2.735743818763476e-06,2.1329278979063248e-05,4.046300314609442e-06,3.3671047081611193e-06,1.7035458807276511e-06,6.1221080356057715e-06,3.4556469512039496e-06,2.1008866669127803e-06,1.227089926920838e-06,2.933614817923214e-06,2.8749171328566486e-06,1.7654349912106495e-06,2.254926834735403e-06,2.922516976123541e-06,2.4769776206096938e-06,5.667237519400329e-07,8.974802121081987e-07,2.0985877014000866e-06,1.4977217146542617e-06,1.8298791063851023e-06,2.7661664453393142e-06,1.6453930256155003e-06,4.230500465519741e-06,1.4224041799747265e-06,3.895296031661024e-06,1.5139369203770666e-06,2.6904343051288807e-06,1.1248289607076592e-06,3.3390865593596807e-06,1.4893803330143598e-05,2.5516764691458397e-06,0.0025265428559339176,1.1308551276413954e-06,9.542613148231492e-05,4.7228110388082677e-05,8.885745812147541e-05,2.0661629142241536e-05,0.00016003102893978884,4.279441208046878e-05,1.3866385107511955e-06,2.2773454627392556e-05,0.0002900009032082697,6.585294317004404e-05,2.3889010478739896e-06,0.00017501625028614387,9.212969643903963e-05
BHS,2.199393421671408e-06,2.512891364104338e-07,3.214799241675589e-06,1.1677308134966758e-05,1.4202966422781422e-06,9.517380291042546e-07,5.509422185871101e-07,7.2743227451346865e-06,7.556404591127282e-06,6.82603543629551e-07,5.767150879107882e-06,2.0005149206108696e-06,5.838524944848794e-07,1.3836748424471457e-06,2.296989115403071e-06,2.386644055345883e-06,6.095913815062287e-07,5.312886698540062e-07,1.3182981865781888e-06,3.603257933871205e-07,4.7650846760188115e-07,4.938167787296191e-07,6.776705352852448e-07,7.130992709258259e-07,8.189909853473211e-07,2.774798652982365e-07,4.195208834561494e-07,6.171092732959197e-07,7.020788312410177e-06,4.7126193848691476e-07,2.9576512628865047e-07,6.252778815553289e-07,9.881456812076818e-07,1.9918535351095916e-07,5.560674905969772e-07,3.0197525948794667e-06,5.486590628921031e-07,9.119570115407969e-07,3.7045225293859864e-07,6.387981085879056e-07,1.3310182784684044e-06,2.686996691042563e-07,9.430996944677929e-07,8.689203963217573e-07,3.377048580583068e-07,2.3934956363762823e-07,8.726015007727274e-07,6.764971428434295e-07,4.603527832793392e-07,2.6143885663295574e-06,2.597557929432336e-06,1.3177281241660691e-06,4.429399097105607e-06,2.9361230399705384e-06,1.2286468935595128e-06,1.8952765301560521e-06,6.481158588059936e-06,1.8897566550419777e-05,8.069720214976252e-07,4.193229919526335e-06,5.029764251867029e-07,6.8826490596059015e-06,1.74326997005652e-06,5.150343360467254e-07,4.209273133180581e-07,8.412016231790015e-07,6.983816313496442e-07,4.3612462647772173e-07,4.0503480013047724e-07,4.59267923948111e-07,8.990862425882317e-07,7.837464766206706e-07,4.635502857546902e-07,7.422311691411709e-07,3.576428969660935e-07,5.513379836882594e-07,5.760611226592595e-07,4.076477988832436e-06,3.5932428590115462e-06,2.629113970147718e-07,0.00011119796484275526,8.209811871499317e-07,1.3913528526569194e-06,8.043748048589813e-07,4.0608152653531085e-06,5.026401537866788e-07,3.808930310057437e-06,4.945141482969094e-07,5.8151608701593595e-06,3.895089406775748e-07,6.236206704720635e-07,1.760790290506445e-06,1.500232206476163e-06,1.0122228272425756e-06,7.87160039869209e-06,3.3040650647256135e-06,1.803838754445735e-05,0.018921378111862435,1.9149274273561144e-06,1.5295075859414204e-06,7.429173103203524e-07,6.140786745323204e-07,3.9673597115742953e-07,2.9398982760953963e-07,2.269669394499989e-06,7.110201947759578e-07,6.023270725181009e-07,4.1091835347341247e-07,5.7127271538171014e-05,4.538021319301637e-07,5.6497332879845e-07
BOL,1.924807309186617e-07,8.434562477034487e-08,2.808521119342088e-07,2.621860322070137e-07,2.655479169099375e-07,5.037319202220718e-07,1.7030364292171263e-07,1.2951161545854114e-07,7.02016910926622e-07,4.2244241027640064e-07,2.4378353778861594e-07,1.2170480009497037e-07,2.875183626627421e-07,2.79663733383306e-06,1.394291895935246e-07,2.631818929179125e-07,2.0389311467589333e-07,1.8100504035876942e-07,1.8527925603230319e-06,3.971688997189178e-07,2.8966638629841875e-07,5.126082808538095e-07,2.95271967043636e-07,4.1993015329404066e-07,1.3199613572874048e-07,1.3187079472354584e-07,3.206808263222066e-07,5.817375310206381e-07,1.4833523064027128e-07,2.563790855420984e-07,6.422305864683485e-07,9.147033414822575e-08,2.6624249987725666e-07,7.019105878746397e-08,1.252833967373408e-07,1.0784876475844401e-06,6.946876570287812e-08,1.3672498178733977e-07,9.724884878305305e-08,3.0171054935798805e-07,2.3963353832107007e-07,2.3630631286391626e-07,2.395866847283333e-07,1.0590415019972081e-07,8.014297454783315e-08,1.5438477063421838e-07,2.977302930482985e-07,1.9659854346238198e-07,6.115343859402382e-07,1.8546085726696362e-07,6.194052147267033e-07,1.0101511051792337e-06,2.4977848965195096e-07,1.3798088519271798e-06,3.9345038397280763e-07,1.0166259780170217e-06,2.807696480926189e-07,3.2558112796192105e-07,4.6004748263308356e-07,2.3633412471917092e-07,9.208586352926769e-07,9.07050538024417e-06,2.693976678986221e-07,1.3486956044628553e-06,4.2467837457507565e-07,3.2737661705998245e-07,1.711866863870236e-06,1.1479140378994766e-07,3.702718503920593e-07,1.9869697254644866e-06,2.6577455091516247e-07,1.4614077152458966e-07,9.347568200868848e-05,7.257596273167404e-07,4.157186140744495e-07,6.272416537269725e-07,9.70191898703556e-07,1.555950447774865e-07,5.229088323549067e-07,4.532167731872921e-07,9.03890250437519e-08,1.5033982238305106e-07,1.5678398473207126e-07,3.601172932202302e-07,4.5185118247675065e-07,1.122967198061164e-05,3.28051266205891e-07,9.617393270770627e-07,3.8301706965638087e-07,1.1892015828844264e-07,1.7098894985771067e-07,1.9951564014200363e-07,1.1110556888663383e-07,2.251427012921463e-06,3.883629879316935e-06,1.4790997701550712e-06,2.585890518633094e-06,1.2688875694103164e-07,0.01931631811667062,3.21921660247348e-05,2.4552115316341337e-05,2.6168450482243583e-06,3.09821660344586e-06,6.202875133912184e-06,9.497150894860849e-07,4.979466904188938e-07,0.00029282378322877665,4.499371853090296e-05,1.6971907704949993e-06,1.997966121088945e-06,0.00011653938498480124
